SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
"FiscalNote Holdings, Inc. (OTCPK:NOTE)",26676972,IQ697565304,95407,22203,95407,,22203,22429,255138,255138,255138,,255138,273866,193187,193187,193187,,193187,198368,75.719,75.719,75.719,,75.719,72.433,45550,45550,45550,,45550,49073,44426,44426,44426,,44426,48547,151080,151080,151080,,151080,154935,61951,61951,61951,,61951,75498,1.025,1.025,1.025,,1.025,1.011,0.875,0.875,0.875,,0.875,0.861,24319,24319,24319,,24319,26682,-872146,-872146,-872146,,-872146,-849275,-37126,-6198,-37126,,-6198,-9739,,,,,,,12543,12543,12543,,12543,10599,,,,,,,-65247,-22871,-65247,,-22871,-24855,74210,17712,74210,,17712,17655,1124,1124,1124,,1124,526,4.8852466,0.228,10.200408,0.11,399,,,-2,475,475,475,,475,412,,,,,,,McGladrey LLP - RSM  LLP,McGladrey LLP - RSM  LLP,McGladrey LLP - RSM  LLP,,McGladrey LLP - RSM  LLP,,,,,,,,,-28015,-4047,-28015,,-4047,-7546
"Labor Smart, Inc. (OTCPK:LTNC)",27839710,IQ706133528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9143188456,0.0002,0.0044,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeta Global Holdings Corp. (NYSE:ZETA),28766501,IQ712701220,1304668,396304,1304668,396304,394638,337169,1503524,1447197,1503524,1447197,1503524,1150767,698935,566872,698935,566872,698935,461561,46.486,39.17,46.486,39.17,46.486,40.109,685783,649312,685783,649312,685783,689061,429481,314210,429481,314210,429481,228810,217742,218609,217742,218609,217742,208113,804589,880325,804589,880325,804589,689206,1.597,2.066,1.597,2.066,1.597,3.011,1.495,1.943,1.495,1.943,1.495,2.873,319764,288779,319764,288779,319764,385184,-1059817,-1073064,-1059817,-1073064,-1059817,-1066356,28805,-10421,28805,-10421,31637,15234,,,,,,,322391,321660,322391,321660,322391,272262,,,,,,,-31509,-13247,-31509,-13247,6539,-3634,791081,233858,791081,233858,234751,203945,256302,335102,256302,335102,256302,460251,4601.29568366,18.52,24.9,12.1,2444,,,10,3300,,3300,,3300,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,80274,13108,80274,13108,51395,32425
Legacy Education Inc. (NYSEAM:LGCY),28949127,IQ714783786,64168.025,19184.643,64168.025,19401.023,17950.235,18577.565,69205.138,73115.533,69205.138,72090.408,69205.138,67099.26,28161.618,27041.625,28161.618,28424.787,28161.618,27821.658,40.693,36.985,40.693,39.429,40.693,41.463,37053.027,41816.891,37053.027,40869.944,37053.027,35274.661,13780.773,14049.529,13780.773,14969.765,13780.773,13323.148,17676.245,15663.5,17676.245,16391.813,17676.245,17902.491,41043.52,46073.908,41043.52,43665.621,41043.52,39277.602,2.689,2.976,2.689,2.73,2.689,2.648,2.582,2.818,2.582,2.578,2.582,2.542,20316.357,21057.325,20316.357,20586.087,20316.357,17326.998,13757.702,17987.363,13757.702,15944.662,13757.702,12530.734,9986.326,2556.134,9986.326,2698.65,1990.26,3665.997,,,,,,,15258.811,18532.573,15258.811,18010.261,15258.811,16535.088,,,,,,,7534.232,2042.701,7534.232,2186.96,1226.968,2817.465,29921.072,8892.564,29921.072,9079.426,8504.058,8460.589,23272.254,27767.362,23272.254,25900.179,23272.254,21951.513,141.2665632,11,14.7,6.6101,49,,,0,354,,354,,354,,,,,,,,"L J Soldinger Associates, LLC",,"L J Soldinger Associates, LLC",,"L J Soldinger Associates, LLC",,,,,,,,,10428.044,2729.648,10428.044,2822.478,2114.931,3796.064
Grand Gallery Inc. (OTCPK:COSG),29251185,IQ718905744,6.408,19.281,,,,,43.344,23.503,,,,,41272.39,41284.946,,,,,95220.538,175658.197,,,,,43.344,23.503,,,,,41272.39,41284.946,,,,,40909.361,40939.096,,,,,-41229.046,-41261.443,,,,,0.001,0.001,,,,,0.001,0.001,,,,,43.344,23.503,,,,,-200755.594,-200806.742,,,,,-276.537,-51.148,,,,,,,,,,,,,,,,,,,,,,,4692.389,-51.148,,,,,-4797.974,7.713,,,,,-41229.046,-41261.443,,,,,0.0143540548,0.0626,4,0.0001,,,,,35,,,,,,,,,,,,Olayinka Oyebola & Co,,,,,,,,,,,,,3217.33,,,,,
"MSP Recovery, Inc. (OTCQB:MSPR)",29385072,IQ1673708436,18249,198,,,,198,1919083,1552130,,,,1552130,2047492,2396520,,,,2396520,106.691,154.402,,,,154.402,15474,4721,,,,4721,1265314,712221,,,,712221,794656,891810,,,,891810,-128409,-844390,,,,-844390,0.012,0.007,,,,0.007,0.011,0.004,,,,0.004,12328,1821,,,,1821,-446050,-878633,,,,-878633,-521592,-123753,,,,-123753,,,,,,,1299,1358,,,,1358,,,,,,,-360499,-167806,,,,-167806,8642,-53,,,,-53,-1249840,-707500,,,,-707500,0.5275594817,0.04,14.000004,0.0272,37,,,-10,78,,,,,,,,,,,,Deloitte & Touche LLP,,,,,,,,,,,,,-37239,-4988,,,,-4988
"H&R Block, Inc. (NYSE:HRB)",4001615,IQ276601,3760995,198865,3760995,203551,1111011,2277104,3263898,2930010,3263898,2621322,3263898,3245011,3175002,3753088,3175002,3172232,3175002,3437849,97.276,128.091,97.276,121.016,97.276,105.943,1162548,841778,1162548,564238,1162548,1246538,1298610,654829,1298610,739551,1298610,1589803,2025248,2935035,2025248,2246114,2025248,1919209,88896,-823078,88896,-550910,88896,-192838,0.895,1.285,0.895,0.763,0.895,0.784,0.806,1.072,0.806,0.596,0.806,0.708,983277,349194,983277,376410,983277,772946,12061,-904840,12061,-609299,12061,-236909,827970,-298879,827970,-207031,371279,978313,,,,,,,63621,352480,63621,64145,63621,352398,,,,,,,605773,-242166,605773,-165819,299439,722330,1674884,-141054,1674884,-70466,578082,1307712,-136062,186949,-136062,-175313,-136062,-343265,3939.69265704,31.12,64.6197,28.16,31924,,,1,4300,,4300,,4300,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB,2008-07-31 09:59:09,Stable,2021-06-16 13:20:07,944797,-268878,944797,-178109,400859,1007534
Acacia Research Corporation (NASDAQGS:ACTG),4003311,IQ4058466,285232,50127,285232,,50127,59446,770956,770956,770956,,770956,768871,186924,186924,186924,,186924,192033,24.246,24.246,24.246,,24.246,24.976,450093,450093,450093,,450093,440637,49041,49041,49041,,49041,51047,105643,105643,105643,,105643,106699,584032,584032,584032,,584032,576838,9.178,9.178,9.178,,9.178,8.632,7.895,7.895,7.895,,7.895,7.696,306719,306719,306719,,306719,301780,-254104,-254104,-254104,,-254104,-257522,6409,-13085,6409,,-13085,-6426,,,,,,,41464,41464,41464,,41464,30533,,,,,,,21682,3418,21682,,3418,-2730,84480,6397,84480,,6397,12604,401052,401052,401052,,401052,389590,497.81342004,5.13,5.27,2.99,16,,,0,986,986,986,,986,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,51491,-2193,51491,,-2193,4842
Deluxe Corporation (NYSE:DLX),4006858,IQ266430,2133200,535220,2133200,,535220,540247,2863600,2863600,2863600,,2863600,2587398,2182900,2182900,2182900,,2182900,1923252,76.229,76.229,76.229,,76.229,74.332,665800,665800,665800,,665800,399193,643200,643200,643200,,643200,402444,1508800,1508800,1508800,,1508800,1502024,680700,680700,680700,,680700,664146,1.035,1.035,1.035,,1.035,0.992,0.397,0.397,0.397,,0.397,0.624,36900,36900,36900,,36900,25803,515900,515900,515900,,515900,517828,266100,60168,266100,,60168,80652,,,,,,,220100,220100,220100,,220100,226762,,,,,,,82100,11974,82100,,11974,33729,1131900,279515,1131900,,279515,291133,22600,22600,22600,,22600,-3251,1405.64113882,31.64,32.07,13.61,2592,,,-1,4571,4571,4571,,4571,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,B+,2025-11-20 13:02:06,Stable,2025-11-20 13:02:06,404000,97060,404000,,97060,112904
"Prism Technologies Group, Inc. (OTCEM:PRZM)",4048576,IQ156852,,,,,,,16919,273,,,,,17431,3899,,,,,103.026,1428.205,,,,,1588,251,,,,,5847,3899,,,,,3550,3489,,,,,-512,-3626,,,,,0.272,0.064,,,,,0.101,0.056,,,,,589,220,,,,,-221578,-224753,,,,,-11641,-282,,,,,,,,,,,,,,,,,,,,,,,-12788,-380,,,,,,,,,,,-4259,-3648,,,,,1.00737e-05,,0.0001,1e-06,0,,,,8,,,,,,,,,,,,Ernst & Young LLP,,,,,,,,,,,,,-4411,-282,,,,
"FTI Consulting, Inc. (NYSE:FCN)",4051537,IQ28754,3788857,983345,3788857,983345,990746,956167,3490528,3506530,3490528,3506530,3490528,3489785,1756797,1844831,1756797,1844831,1756797,1740130,50.33,52.611,50.33,52.611,50.33,49.864,1517627,1556889,1517627,1556889,1517627,1498576,975189,676828,975189,676828,975189,809035,626721,1006991,626721,1006991,626721,769342,1733731,1661699,1733731,1661699,1733731,1749655,1.556,2.3,1.556,2.3,1.556,1.852,1.35,1.989,1.35,1.989,1.35,1.59,265091,198276,265091,198276,265091,145967,1862672,1801055,1862672,1801055,1862672,1882483,414372,83917,414372,83917,93436,117670,,,,,,,1139739,1239454,1139739,1239454,1139739,1229320,,,,,,,270871,57631,270871,57631,54531,82818,1217475,306827,1217475,306827,307666,317934,542438,880061,542438,880061,542438,689541,4969.24572615,173.07,189.3,149.31,8689,,,0,8118,8170,8118,8170,8118,8167,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB-,2024-10-28 12:54:23,Stable,2024-10-28 12:54:23,463615,96818,463615,96818,106238,130573
Robert Half Inc. (NYSE:RHI),4054105,IQ276703,5378506,1300179,5378506,1300179,1302379,1354477,2856276,2703702,2856276,2703702,2856276,2846378,1580419,1472471,1580419,1472471,1580419,1560286,55.331,54.461,55.331,54.461,55.331,54.817,2119022,1969492,2119022,1969492,2119022,2115806,1384506,1268887,1384506,1268887,1384506,1364925,245538,251978,245538,251978,245538,240780,1275857,1231231,1275857,1231231,1275857,1286092,1.531,1.552,1.531,1.552,1.531,1.55,0.876,0.831,0.876,0.831,0.876,0.882,464435,278387,464435,278387,464435,365289,,,,,,,76461,36911,76461,36911,22451,13588,,,,,,,748457,776361,748457,776361,748457,838002,,,,,,,132990,13790,132990,13790,31756,42916,2002313,479909,2002313,479909,489563,504231,734516,700605,734516,700605,734516,750881,2651.14985193,26.96,48.54,21.83,24620,,,-1,14500,,14500,,14500,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,128365,49410,128365,49410,35112,26398
"ExlService Holdings, Inc. (NASDAQGS:EXLS)",4065525,IQ843132,2087679,570351,2087679,570351,542615,529585,1702235,1676379,1702235,1676379,1702235,1733632,789530,897575,789530,897575,789530,781243,46.382,53.542,46.382,53.542,46.382,45.064,829957,797361,829957,797361,829957,891946,324125,299514,324125,299514,324125,307002,405782,520687,405782,520687,405782,436529,912705,778804,912705,778804,912705,952389,2.561,2.662,2.561,2.662,2.561,2.905,2.221,2.296,2.221,2.296,2.221,2.569,146326,145405,146326,145405,146326,160309,1532979,1600060,1532979,1600060,1532979,1472733,313485,91172,313485,91172,77908,76126,,,,,,,391562,433798,391562,433798,391562,398592,,,,,,,251019,67081,251019,67081,60246,58161,801076,222081,801076,222081,209638,203936,505832,497847,505832,497847,505832,584944,4846.27457132,31.57,48.54,26.94,29353,,,0,65000,,65000,,65000,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,359330,102744,359330,102744,89857,87816
"Paychex, Inc. (NASDAQGS:PAYX)",4070114,IQ295368,5571700,1808900,5571700,1540000,1427300,1509000,16564100,17511400,16564100,16663000,16564100,11221600,12436100,13497800,12436100,12692400,12436100,7105000,75.079,77.08,75.079,76.171,75.079,63.315,8916500,9928000,8916500,9040000,8916500,8077000,6956300,7879100,6956300,7128700,6956300,5799700,5044800,5013400,5044800,5021600,5044800,863700,4128000,4013600,4128000,3970600,4128000,4116600,1.282,1.26,1.282,1.268,1.282,1.393,0.523,0.489,0.523,0.515,0.523,0.598,1628600,1742500,1628600,809000,1628600,1563800,2277000,2047300,2277000,2070200,2277000,2387800,2329300,802700,2329300,565600,552700,708500,,,,,,,1975000,2070800,1975000,2002700,1975000,1865300,,,,,,,1657300,560300,1657300,383800,297200,519300,4031300,1377700,4031300,1126200,1033400,1121600,1960200,2048900,1960200,1911300,1960200,2277300,33134.74067488,93.05,161.24,85.45,14176,,,-1,19000,,19000,,19000,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,BBB+,2025-03-31 11:45:26,Stable,2025-03-31 11:45:26,2538800,913700,2538800,674900,638400,751600
"AMN Healthcare Services, Inc. (NYSE:AMN)",4074586,IQ24821,2730429,748225,2730429,,748225,634496,2094107,2094107,2094107,,2094107,2138951,1452001,1452001,1452001,,1452001,1494542,69.337,69.337,69.337,,69.337,69.873,545376,545376,545376,,545376,570323,577614,577614,577614,,577614,542162,803202,803202,803202,,803202,884897,642106,642106,642106,,642106,644409,0.944,0.944,0.944,,0.944,1.052,0.819,0.819,0.819,,0.819,0.944,33972,33972,33972,,33972,52636,1208994,1208994,1208994,,1208994,1216690,33167,8160,33167,,8160,8438,,,,,,,439107,439107,439107,,439107,458935,,,,,,,-95702,-7696,-95702,,-7696,29288,774058,195127,774058,,195127,184412,-32238,-32238,-32238,,-32238,28161,800.95737568,21.11,23.74,14.865,9280,,,0,2664,2664,2664,,2664,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BB,2024-11-18 16:50:59,Stable,2024-11-18 16:50:59,189767,45390,189767,,45390,48066
"CRA International, Inc. (NASDAQGS:CRAI)",4081644,IQ383501,751583,196963,751583,,196963,185891,628873,628873,628873,,628873,629041,415275,415275,415275,,415275,427386,66.035,66.035,66.035,,66.035,67.942,303129,303129,303129,,303129,305582,330029,330029,330029,,330029,338603,127232,127232,127232,,127232,194333,213598,213598,213598,,213598,201655,0.918,0.918,0.918,,0.918,0.902,0.809,0.809,0.809,,0.809,0.784,18210,18210,18210,,18210,22496,221062,221062,221062,,221062,211660,83124,20638,83124,,20638,17211,,,,,,,265588,265588,265588,,265588,263967,,,,,,,54782,13185,54782,,13185,11473,232295,58039,232295,,58039,54423,-26900,-26900,-26900,,-26900,-33021,1054.72160086,160.21,227.29,142.525,1325,,,0,959,959,959,,959,968,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,97264,24350,97264,,24350,20698
"CoStar Group, Inc. (NASDAQGS:CSGP)",4094053,IQ387127,3247000,897000,3247000,897000,899900,833600,10538000,10164000,10538000,10164000,10538000,10819900,2167000,2213000,2167000,2213000,2167000,2196000,20.564,21.773,20.564,21.773,20.564,20.296,2119000,1706000,2119000,1706000,2119000,2405100,746000,777000,746000,777000,746000,770500,1144000,1155000,1144000,1155000,1144000,1132000,8371000,7951000,8371000,7951000,8371000,8623900,2.84,2.196,2.84,2.196,2.84,3.121,2.536,1.941,2.536,1.941,2.536,2.839,1633000,1215000,1633000,1215000,1633000,1935300,2350000,2353000,2350000,2353000,2350000,2303500,-54000,3000,-54000,3000,49500,-51100,,,,,,,259000,293000,259000,293000,259000,252500,,,,,,,7000,3000,7000,3000,46500,-30900,2561000,701000,2561000,701000,707200,661400,1373000,929000,1373000,929000,1373000,1634600,14447.6251967,35.77,97.43,33.315,5244,,,0,8441,,8441,,8441,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,BB+,2020-06-24 09:46:36,Stable,2023-05-02 09:56:29,209000,85000,209000,85000,130500,18100
"Forrester Research, Inc. (NASDAQGS:FORR)",4094056,IQ356418,396888,101058,396888,,101058,94295,404034,404034,404034,,404034,414181,277509,277509,277509,,277509,256509,68.685,68.685,68.685,,68.685,61.932,212685,212685,212685,,212685,193638,240062,240062,240062,,240062,182104,71895,71895,71895,,71895,74288,126525,126525,126525,,126525,157672,0.886,0.886,0.886,,0.886,1.063,0.746,0.746,0.746,,0.746,0.909,63335,63335,63335,,63335,65121,52574,52574,52574,,52574,86449,9258,-346,9258,,-346,4346,,,,,,,50850,50850,50850,,50850,33588,,,,,,,-119360,-33875,-119360,,-33875,-2126,226171,57307,226171,,57307,56584,-27377,-27377,-27377,,-27377,11534,119.27405446,6.34,11.57,4.88,1778,,,-1,1474,1474,1474,,1474,1485,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,20828,-98,20828,,-98,8095
"Gartner, Inc. (NYSE:IT)",4094069,IQ130705,6497226,1511041,6497226,1511041,1752570,1524072,8085400,7655273,8085400,7655273,8085400,7249066,7765492,7591889,7765492,7591889,7765492,6692514,96.043,99.172,96.043,99.172,96.043,92.322,4066337,3647997,4066337,3647997,4066337,3062763,4072092,3886334,4072092,3886334,4072092,3490210,3347950,3258606,3347950,3258606,3347950,2850041,319908,63384,319908,63384,319908,556552,0.999,0.939,0.999,0.939,0.999,0.878,0.847,0.792,0.847,0.792,0.847,0.747,1722521,1666946,1722521,1666946,1722521,1430730,6722238,6944582,6722238,6944582,6722238,6480086,1178623,309954,1178623,309954,332599,240393,,,,,,,1725056,1411496,1725056,1411496,1725056,1178052,,,,,,,729231,222344,729231,222344,242152,35357,4443651,1081734,4443651,1081734,1179974,1049854,-5755,-238337,-5755,-238337,-5755,-427447,9971.93031261,145.74,451.73,139.18,22255,,,-1,20244,,20244,,20244,20854,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB-,2023-07-18 10:09:00,Stable,2023-07-18 10:09:00,1310532,355385,1310532,355385,380499,291346
Kforce Inc. (NYSE:KFRC),4096920,IQ340462,1329007,330364,1329007,330364,332018,332645,365638,384770,365638,384770,365638,374152,241035,267415,241035,267415,241035,242031,65.922,69.5,65.922,69.5,65.922,64.688,202272,217405,202272,217405,202272,217836,113730,121565,113730,121565,113730,116092,82946,107363,82946,107363,82946,81080,124603,117355,124603,117355,124603,132121,1.779,1.788,1.779,1.788,1.779,1.876,1.694,1.716,1.694,1.716,1.694,1.772,2142,1338,2142,1338,2142,1252,552180,552828,552180,552828,552180,554083,50077,12006,50077,12006,8556,15002,,,,,,,190461,207275,190461,207275,190461,204468,,,,,,,34825,7925,34825,7925,5163,11068,361373,90068,361373,90068,90208,92257,88542,95840,88542,95840,88542,101744,721.60803,44,47.5,24.49,4505,,,-1,1600,1600,1600,1600,1600,1600,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,52723,12645,52723,12645,9187,15644
"ICF International, Inc. (NASDAQGS:ICFI)",4098304,IQ29703,1872851,443673,1872851,,443673,465405,2050171,2050171,2050171,,2050171,2113570,1021689,1021689,1021689,,1021689,1089449,49.834,49.834,49.834,,49.834,51.545,514438,514438,514438,,514438,568980,404277,404277,404277,,404277,403375,573399,573399,573399,,573399,627204,1028482,1028482,1028482,,1028482,1024121,1.272,1.272,1.272,,1.272,1.411,1.108,1.108,1.108,,1.108,1.24,5297,5297,5297,,5297,3988,956077,956077,956077,,956077,941319,145465,28633,145465,,28633,38431,,,,,,,442767,442767,442767,,442767,495912,,,,,,,91588,17310,91588,,17310,23766,696016,158350,696016,,158350,174860,110161,110161,110161,,110161,165605,1329.8102054,72.74,101.705,64.34,8696,,,-1,7686,7686,7686,,7686,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,203612,43115,203612,,43115,52599
"Insperity, Inc. (NYSE:NSP)",4099023,IQ24320,6812000,1895000,6812000,1895000,1668000,1623000,2203000,2196000,2203000,2196000,2203000,2012000,2157000,2129000,2157000,2129000,2157000,1925000,97.912,96.949,97.912,96.949,97.912,95.676,1722000,1730000,1722000,1730000,1722000,1554000,1620000,1588000,1620000,1588000,1620000,1382000,454000,430000,454000,430000,454000,436000,46000,67000,46000,67000,46000,87000,1.063,1.089,1.063,1.089,1.063,1.124,0.935,0.923,0.935,0.923,0.935,0.991,642000,537000,642000,537000,642000,422000,638000,648000,638000,648000,638000,694000,-10000,62000,-10000,62000,-46000,-25000,,,,,,,855000,910000,855000,910000,855000,929000,,,,,,,-7000,33000,-7000,33000,-33000,-20000,900000,302000,900000,302000,172000,195000,102000,142000,102000,142000,102000,172000,1127.8993281,28.66,72.23,18.57,4398,,,0,314289,,314289,,314289,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,21000,73000,21000,73000,-38250,-14000
