SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
"RE/MAX Holdings, Inc. (NYSE:RMAX)",4230628,IQ244741443,291601,71137,291601,,71137,73247,582475,582475,582475,,582475,582203,611463,611463,611463,,611463,617051,104.977,104.977,104.977,,104.977,105.986,,,,,,,141768,141768,141768,,141768,142748,459482,459482,459482,,459482,462810,-28988,-28988,-28988,,-28988,-34848,1.694,1.694,1.694,,1.694,1.648,1.085,1.085,1.085,,1.085,1.028,118736,118736,118736,,118736,107476,-126072,-126072,-126072,,-126072,-127354,49207,17108,49207,,17108,16109,,,,,,,35132,35132,35132,,35132,39309,,,,,,,8153,1440,8153,,1440,3986,218766,53581,218766,,53581,55105,98372,98372,98372,,98372,92571,211.89861608,10.79,11.62,5.46,,,,,519,519,519,,519,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,75055,23323,75055,,23323,22552
Ellington Financial Inc. (NYSE:EFC),4231646,IQ35699641,329387,74858,329387,,74858,81359,19352910,19352910,19352910,,19352910,17844548,17481755,17481755,17481755,,17481755,16048728,90.331,90.331,90.331,,90.331,89.936,,,,,,,1991665,1991665,1991665,,1991665,2547325,17021159,17021159,17021159,,17021159,15639130,1871155,1871155,1871155,,1871155,1795820,8.946,8.946,8.946,,8.946,6.471,8.873,8.873,8.873,,8.873,6.458,201893,201893,201893,,201893,184809,-412964,-412964,-412964,,-412964,-384724,,,,,,,,,,,,,16875041,16875041,16875041,,16875041,15748113,,,,,,,146869,21648,146869,,21648,36578,329387,74858,329387,,74858,81359,15824983,15824983,15824983,,15824983,13936812,1621.68378923,13.14,14.12,11.275,1,,,0,500,500,500,,500,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,,,,,,
Peakstone Realty Trust (NYSE:PKST),4234075,IQ59024931,105981,25988,105981,,25988,25800,1352824,1352824,1352824,,1352824,1986374,574121,574121,574121,,574121,1209518,42.439,42.439,42.439,,42.439,60.891,,,,,,,28880,28880,28880,,28880,250306,477784,477784,477784,,477784,1044456,778703,778703,778703,,778703,776856,5.7,5.7,5.7,,5.7,3.306,5.431,5.431,5.431,,5.431,1.372,138673,138673,138673,,138673,326085,,,,,,,4016,-1402,4016,,-1402,1152,18173,18173,18173,,18173,17356,18173,18173,18173,,18173,17356,4016,-1402,4016,,-1402,1152,-307707,3476,-307707,,3476,3499,91686,21892,91686,,21892,22520,135733,135733,135733,,135733,577126,780.19079182,20.98,21,10.8,30,,,0,40,40,40,,40,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,46785,9483,46785,,9483,11779.989
PennyMac Mortgage Investment Trust (NYSE:PMT),4234548,IQ59284923,721170,171175,721170,,171175,215611,21346882,21346882,21346882,,21346882,18525671,19459551,19459551,19459551,,19459551,16646362,91.159,91.159,91.159,,91.159,89.856,,,,,,,9613829,9613829,9613829,,9613829,9289893,19141171,19141171,19141171,,19141171,16321628,1887331,1887331,1887331,,1887331,1879309,1.355,1.355,1.355,,1.355,1.08,0.936,0.936,0.936,,0.936,0.692,271970,271970,271970,,271970,263488,-582825,-582825,-582825,,-582825,-589595,,,,,,,,,,,,,8666555,8666555,8666555,,8666555,6107783,,,,,,,127872,52362,127872,,52362,58296,597741,140933,597741,,140933,184946,3408932,3408932,3408932,,3408932,746331,1056.02060382,12.22,13.81,11.145,1,,,0,,,,,,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,,,,,,
"Starwood Property Trust, Inc. (NYSE:STWD)",4235133,IQ59665769,547932,148756,547932,,148756,125670,63183357,63183357,63183357,,63183357,62433975,55693851,55693851,55693851,,55693851,54861935,88.146,88.146,88.146,,88.146,87.872,,,,,,,2058666,2058666,2058666,,2058666,2248953,22247230,22247230,22247230,,22247230,21524399,7489506,7489506,7489506,,7489506,7572040,10.721,10.721,10.721,,10.721,9.615,9.507,9.507,9.507,,9.507,8.37,499480,499480,499480,,499480,301135,-39018,-39018,-39018,,-39018,42577,,,,,,,,,,,,,19027191,19027191,19027191,,19027191,18486329,,,,,,,411544,96915,411544,,96915,72560,487131,133274,487131,,133274,109683,20012528,20012528,20012528,,20012528,19374952,6675.94109083,18.15,21.05,16.9,215,,,1,324,324,324,,324,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BB,2022-04-27 17:02:45,Stable,2022-04-27 17:02:45,,,,,,
"Independence Realty Trust, Inc. (NYSE:IRT)",4235858,IQ60414062,668762,164275,668762,164275,169530,176952,6021750,6099308,6021750,6099308,6021750,6092592,2432324,2577666,2432324,2577666,2432324,2477332,40.392,42.262,40.392,42.262,40.392,40.661,,,,,,,479038,265854,479038,265854,479038,178479,2284903,2436458,2284903,2436458,2284903,2300167,3589426,3521642,3589426,3521642,3589426,3615260,0.28,0.495,0.28,0.495,0.28,0.952,0.07,0.131,0.07,0.131,0.07,0.197,23564,23341,23564,23341,23564,23290,-555326,-595712,-555326,-595712,-555326,-548319,132291,20768,132291,20768,37938,40722,,,,,,,,,,,,,132291,20768,132291,20768,37938,40722,56558,-68,56558,-68,33266,6893,408577,95776,408577,95776,107833,109817,-345108,-134143,-345108,-134143,-345108,-8495,3872.68373142,16.18,19.71,14.6,242,,,2,904,,904,,904,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB,2024-10-30 10:26:11,Stable,2024-10-30 10:26:11,375532,80630,375532,80630,100923,102457
"Apollo Commercial Real Estate Finance, Inc. (NYSE:ARI)",4237285,IQ61106447,268360,61923,268360,61923,70778,67985,9900967,10086983,9900967,10086983,9900967,9519082,8044877,8275290,8044877,8275290,8044877,7656907,81.253,82.039,81.253,82.039,81.253,80.437,,,,,,,822218,1366401,822218,1366401,822218,914859,7944803,8157668,7944803,8157668,7944803,7555314,1856090,1811693,1856090,1811693,1856090,1862175,10.966,6.723,10.966,6.723,10.966,9.463,10.933,6.723,10.933,6.723,10.933,9.431,139825,126847,139825,126847,139825,245856,-849683,-861275,-849683,-861275,-849683,-840214,,,,,,,,,,,,,8849200,9041732,8849200,9041732,8849200,8381904,,,,,,,126720,26227,126720,26227,29199,50791,183147,43705,183147,43705,46896,48534,8194247,7819950,8194247,7819950,8194247,7742888,1460.01822498,10.97,11.24,9.3,6,,,0,,,,,,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2020-03-26 10:56:48,Positive,2026-01-28 09:24:01,,,,,,
"ARMOUR Residential REIT, Inc. (NYSE:ARR)",4238544,IQ47014609,377436,-39504,377436,-39504,225686,172535,21005159,21454604,21005159,21454604,21005159,19357246,18744106,19117580,18744106,19117580,18744106,17228450,89.236,89.107,89.236,89.107,89.236,89.003,,,,,,,18442012,18969339,18442012,18969339,18442012,17155517,17961099,18478279,17961099,18478279,17961099,16631085,2261053,2337024,2261053,2337024,2261053,2128796,1.139,1.131,1.139,1.131,1.139,1.128,0.114,0.103,0.114,0.103,0.114,0.107,63270,66471,63270,66471,63270,44238,-3185218,-3329521,-3185218,-3329521,-3185218,-3313132,,,,,,,,,,,,,86153,88607,86153,88607,86153,376195,,,,,,,322687,-54851,322687,-54851,211704,159259,377436,-39504,377436,-39504,225686,172535,2562564,2484551,2562564,2484551,2562564,2200903,2144.75734564,17.59,19.31,13.98,,,,,,,,,,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,,,,,,
Pebblebrook Hotel Trust (NYSE:PEB),4243454,IQ74859451,1475544,345656,1475544,345656,349018,398723,5348174,5304170,5348174,5304170,5348174,5554250,2785436,2772643,2785436,2772643,2785436,2946661,52.082,52.273,52.082,52.273,52.082,53.052,,,,,,,595622,553619,595622,553619,595622,389338,2502654,2456964,2502654,2456964,2502654,2617126,2562738,2531527,2562738,2531527,2562738,2607589,0.545,0.595,0.545,0.595,0.545,1.158,0.368,0.432,0.368,0.432,0.368,0.701,184185,196207,184185,196207,184185,223157,,,,,,,75247,15739,75247,15739,5226,32415,34184,39697,34184,39697,34184,45666,34184,39697,34184,39697,34184,45666,75247,15739,75247,15739,5226,32415,-65811,-19274,-65811,-19274,-17853,-33067,356588,80777,356588,80777,72769,104267,-270905,-224182,-270905,-224182,-270905,61463,1574.69867415,14.06,14.72,8.69,45,,,0,52,,52,,52,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,B,2024-09-23 11:51:16,Stable,2024-09-23 11:51:16,302906,67718,302906,67718,60095,90017
Two Harbors Investment Corp. (NYSE:TWO),4244702,IQ35879939,370012,131656,370012,131656,137149,201364,10859217,10533736,10859217,10533736,10859217,10866407,9071290,8802157,9071290,8802157,9071290,9094690,83.535,83.562,83.535,83.562,83.535,83.695,,,,,,,7736599,7571759,7736599,7571759,7736599,7188278,8561436,8297306,8561436,8297306,8561436,8438429,1787927,1731579,1787927,1731579,1787927,1771717,0.237,0.207,0.237,0.207,0.237,0.251,0.195,0.158,0.195,0.158,0.195,0.224,842319,476307,842319,476307,842319,770533,-4762979,-4779599,-4762979,-4779599,-4762979,-4725764,,,,,,,,,,,,,422118,480605,422118,480605,422118,546313,,,,,,,-454300,32284,-454300,32284,11717,-127921,357284,129808,357284,129808,133766,197602,-5904360,-6005437,-5904360,-6005437,-5904360,-5380478,1284.71665259,12.15,14.17,8.78,74,,,0,486,,486,,486,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,,,,,,
Chatham Lodging Trust (NYSE:CLDT),4245309,IQ79145128,293997,67462,293997,,67462,78133,1170381,1170381,1170381,,1170381,1182540,392332,392332,392332,,392332,397057,33.522,33.522,33.522,,33.522,33.577,,,,,,,33352,33352,33352,,33352,38000,358980,358980,358980,,358980,359057,778049,778049,778049,,778049,785483,1.175,1.175,1.175,,1.175,0.843,0.818,0.818,0.818,,0.818,0.451,24435,24435,24435,,24435,13226,-299527,-299527,-299527,,-299527,-297857,26507,3920,26507,,3920,9894,2831,2831,2831,,2831,3914,2831,2831,2831,,2831,3914,26507,3920,26507,,3920,9894,15053,4612,15053,,4612,3531,141130,31414,141130,,31414,38454,5843,5843,5843,,5843,-5948,403.03974694,8.7,8.93,6.08,8,,,0,16,16,16,,16,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,86058,18488,86058,,18488,24551
Terreno Realty Corporation (NYSE:TRNO),4245663,IQ79277661,476383,137481,476383,,137481,116248,5388083,5388083,5388083,,5388083,5329188,1241805,1241805,1241805,,1241805,1333608,23.047,23.047,23.047,,23.047,25.025,,,,,,,129165,129165,129165,,129165,133909,946639,946639,946639,,946639,1026411,4146278,4146278,4146278,,4146278,3995580,0.74,0.74,0.74,,0.74,0.975,0.718,0.718,0.718,,0.718,0.743,25020,25020,25020,,25020,26153,289124,289124,289124,,289124,185041,192434,57761,192434,,57761,47962,67700,67700,67700,,67700,73400,67700,67700,67700,,67700,73400,192434,57761,192434,,57761,47962,402992,158217,402992,,158217,103376,361283,107616,361283,,107616,87919,-33533,-33533,-33533,,-33533,-3357,6858.85352475,64.83,67.55,53,55,,,0,47,47,47,,47,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,284713,82978,284713,,82978,70413
"Americold Realty Trust, Inc. (NYSE:COLD)",4247582,IQ8983880,2599734,658080,2599734,,658080,663624,8121598,8121598,8121598,,8121598,8080936,5199585,5199585,5199585,,5199585,5010003,64.022,64.022,64.022,,64.022,61.998,,,,,,,1818537,1818537,1818537,,1818537,566792,4498813,4498813,4498813,,4498813,4292512,2922013,2922013,2922013,,2922013,3070933,0.324,0.324,0.324,,0.324,0.731,0.296,0.296,0.296,,0.296,0.715,136863,136863,136863,,136863,33338,,,,,,,183266,51820,183266,,51820,37687,368521,368521,368521,,368521,369123,399338,399338,399338,,399338,369123,183266,51820,183266,,51820,37687,-114548,-88341,-114548,,-88341,-11366,837274,216481,837274,,216481,204987,-1228750,-1228750,-1228750,,-1228750,-152288,3397.86194934,12.21,19.4,10.1,,,,,12690,12690,12690,,12690,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,550628,151715,550628,,151715,125710
Tortoise Capital,4248089,IQ404492666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phillips Edison & Company, Inc. (NASDAQGS:PECO)",4249007,IQ84223462,726594,190741,726594,190741,187861,182669,5286438,5350984,5286438,5350984,5286438,5262354,2697060,2771019,2697060,2771019,2697060,2682630,51.018,51.785,51.018,51.785,51.018,50.978,,,,,,,177440,135294,177440,135294,177440,157266,2380341,2489365,2380341,2489365,2380341,2385326,2589378,2579965,2589378,2579965,2589378,2579724,1.216,1.422,1.216,1.422,1.216,1.167,0.912,1.077,0.912,1.077,0.912,0.875,3544,3141,3544,3141,3544,4076,-1379252,-1389918,-1379252,-1389918,-1379252,-1385714,198846,58210,198846,58210,53992,51891,158305,142546,158305,142546,158305,133511,158305,156166,158305,156166,158305,150906,198846,58210,198846,58210,53992,51891,111303,30378,111303,30378,47525,24685,516858,135684,516858,135684,132164,130246,38383,57159,38383,57159,38383,26241,5000.8670328,39.62,40.71,32.84,337,,,1,320,,320,,320,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB,2024-08-08 10:09:35,Stable,2024-08-08 10:09:35,448097,121290,448097,121290,107439,115290
"KBS Real Estate Investment Trust III, Inc. (OTCPK:KBSR)",4250328,IQ91805934,249961,58565,249961,,58565,61625,1563109,1563109,1563109,,1563109,1593661,1385306,1385306,1385306,,1385306,1396977,88.625,88.625,88.625,,88.625,87.658,,,,,,,1017132,1017132,1017132,,1017132,68502,1283059,1283059,1283059,,1283059,1279568,177803,177803,177803,,177803,196684,0.21,0.21,0.21,,0.21,3.368,0.119,0.119,0.119,,0.119,1.862,23659,23659,23659,,23659,30131,,,,,,,16991,7134,16991,,7134,3819,92300,92300,92300,,92300,91400,96150,96150,96150,,96150,95185,16991,7134,16991,,7134,3819,-78756,-18881,-78756,,-18881,-4154,120362,29974,120362,,29974,27933,-803045,-803045,-803045,,-803045,162229,104.3178111904,,1.2119,0.033414,,,,,,,,,,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,110514,37021,110514,,37021,23468
"Hudson Pacific Properties, Inc. (NYSE:HPP)",4251328,IQ98232368,831038,258163,831038,,258163,185873,7267968,7267968,7267968,,7267968,7795790,4063003,4063003,4063003,,4063003,4310391,55.903,55.903,55.903,,55.903,55.291,,,,,,,1324015,1324015,1324015,,1324015,251945,3762886,3762886,3762886,,3762886,3973624,3204965,3204965,3204965,,3204965,3485399,0.292,0.292,0.292,,0.292,1.796,0.266,0.266,0.266,,0.266,1.633,138358,138358,138358,,138358,190436,,,,,,,-45214,49660,-45214,,49660,-26019,210348,210348,210348,,210348,218960,210348,210348,210348,,210348,218960,-45214,49660,-45214,,49660,-26019,-551693,-272830,-551693,,-272830,-131367,402706,155691,402706,,155691,81775,-937682,-937682,-937682,,-937682,200565,489.2007015,9.37,21.699999,5.26,315,,,-1,607,607,607,,607,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,B,2025-05-28 10:44:16,Stable,2025-10-02 10:47:38,296193,134941,296193,,134941,60204
CoreSite Realty Corporation,4258680,IQ105768270,606824,163858,,,,,2176273,2166995,,,,,2103795,2176800,,,,,96.67,100.452,,,,,78079,91205,,,,,171221,156178,,,,,1924415,1980512,,,,,72478,-9805,,,,,0.456,0.584,,,,,0.388,0.477,,,,,5543,3406,,,,,,,,,,,139759,36017,,,,,60964,71049,,,,,60964,71049,,,,,139759,36017,,,,,79309,21779,,,,,376426,99442,,,,,-93142,-64973,,,,,,,,,,,,,481,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,,,,,308535,81052,,,,
"Sabra Health Care REIT, Inc. (NASDAQGS:SBRA)",4259507,IQ106530929,775760,223665,775760,223665,210754,191263,5493396,5591190,5493396,5591190,5493396,5564773,2669608,2803276,2669608,2803276,2669608,2737820,48.597,50.137,48.597,50.137,48.597,49.199,,,,,,,119693,113069,119693,113069,119693,117340,2537556,2672420,2537556,2672420,2537556,2601118,2823788,2787914,2823788,2787914,2823788,2826953,1.805,2.623,1.805,2.623,1.805,2.991,1.473,1.99,1.473,1.99,1.473,2.618,71537,116530,71537,116530,71537,200602,,,,,,,264995,70243,264995,70243,49953,59409,101414,100834,101414,100834,101414,102804,134561,132249,134561,132249,134561,139573,264995,70243,264995,70243,49953,59409,155609,40880,155609,40880,27225,22538,505701,138236,505701,138236,130744,121849,96386,183485,96386,183485,96386,233570,5159.8093437,20.17,21.07,17.04,52,,,-4,58,,58,,58,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,BB+,2017-08-17 13:20:43,Stable,2017-08-17 13:20:43,447111,123374,447111,123374,96478,107920
"Kennedy-Wilson Holdings, Inc. (NYSE:KW)",4261579,IQ30513,542500,133400,542500,,133400,135700,6622500,6622500,6622500,,6622500,6698200,5049100,5049100,5049100,,5049100,5138200,76.242,76.242,76.242,,76.242,76.71,,,,,,,1065700,1065700,1065700,,1065700,614200,4516500,4516500,4516500,,4516500,4616300,1573400,1573400,1573400,,1573400,1560000,0.451,0.451,0.451,,0.451,1.16,0.245,0.245,0.245,,0.245,0.781,184500,184500,184500,,184500,382600,-594300,-594300,-594300,,-594300,-607300,96300,12400,96300,,12400,27700,72800,72800,72800,,72800,92000,276100,276100,276100,,276100,308100,96300,12400,96300,,12400,27700,4700,40500,4700,,40500,-10400,401600,100700,401600,,100700,101000,-585000,-585000,-585000,,-585000,98100,1506.49391232,10.88,10.99,5.98,326,,,20,321,321,321,,321,233,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,B+,2024-12-20 11:14:27,Stable,2024-12-20 11:14:27,229700,44800,229700,,44800,60400
"CNL Healthcare Properties, Inc.",4262552,IQ144831039,392647,100350,392647,,100350,99294,1288120,1288120,1288120,,1288120,1301738,601895,601895,601895,,601895,608129,46.727,46.727,46.727,,46.727,46.717,,,,,,,24762,24762,24762,,24762,33542,563930,563930,563930,,563930,563541,686225,686225,686225,,686225,693609,2.332,2.332,2.332,,2.332,1.791,2.261,2.261,2.261,,2.261,1.72,55989,55989,55989,,55989,57696,,,,,,,33831,6387,33831,,6387,9428,,,,,,,,,,,,,33831,6387,33831,,6387,9428,-8810,-3172,-8810,,-3172,-1578,98238,24930,98238,,24930,24866,32975,32975,32975,,32975,26544,869.710635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85570,19316,85570,,19316,22329
Metro Bank Holdings PLC (LSE:MTRO),4263382,IQ39370193,757133.347161136,191237.831509864,757133.347161136,,191237.831509864,193875.989414956,22173620.4545,22173620.4545,22173620.4545,,22173620.4545,22145603.1354,20176312.24482,20176312.24482,20176312.24482,,20176312.24482,20150818.610184,,,,,,,,3193808.88246,,,3193808.88246,3189773.368152,18905787.34594,18905787.34594,18905787.34594,,18905787.34594,18881899.073928,1267833.10884,1267833.10884,1267833.10884,,1267833.10884,1266231.147408,1997308.20968,1997308.20968,1997308.20968,,1997308.20968,1994784.525216,,,,,,,,,,,,,2940780.6187,2940780.6187,2940780.6187,,2940780.6187,2937064.81644,1446837.1465,1446837.1465,1446837.1465,,1446837.1465,1445009.0058,,,,,,,,,,,,,,,,,,,,,,,,,69118.0965004243,14633.8514546678,69118.0965004243,,14633.8514546678,14835.7278856662,757133.347161136,191237.831509864,757133.347161136,,191237.831509864,193875.989414956,-15711978.46348,-15711978.46348,-15711978.46348,,-15711978.46348,-15692125.705776,1365.18905115714,2.038313758712,2.068288961046,1.33525901306,2711,,,0,2891,2891,2891,,2891,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,,,,,,
