SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
Hyatt Hotels Corporation (NYSE:H),4239194,IQ13103664,3472000,803000,3472000,803000,894000,883000,14036000,13903000,14036000,13903000,14036000,15705000,10377000,10352000,10377000,10352000,10377000,11897000,73.931,74.459,73.931,74.459,73.931,75.753,2177000,2083000,2177000,2083000,2177000,2117000,2894000,3448000,2894000,3448000,2894000,3084000,4556000,4514000,4556000,4514000,4556000,6300000,3659000,3551000,3659000,3551000,3659000,3808000,0.752,0.604,0.752,0.604,0.752,0.686,0.659,0.512,0.659,0.512,0.659,0.541,787000,593000,787000,593000,787000,697000,3482000,3382000,3482000,3382000,3482000,3603000,521000,134000,521000,134000,132000,123000,,,,,,,1123000,1117000,1123000,1117000,1123000,930000,,,,,,,-52000,38000,-52000,38000,-20000,-49000,1454000,358000,1454000,358000,382000,346000,-717000,-1365000,-717000,-1365000,-717000,-967000,14982.99474672,161.02,180.53,120.36,13597,,,0,50000,,50000,,50000,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB-,2022-12-19 12:21:41,Stable,2025-07-02 12:10:03,846000,210000,846000,210000,212000,206000
United Parks & Resorts Inc. (NYSE:PRKS),4243311,IQ864032,1662559,373547,1662559,,373547,511851,2616274,2616274,2616274,,2616274,2740133,3052080,3052080,3052080,,3052080,3048868,116.658,116.658,116.658,,116.658,111.267,282794,282794,282794,,282794,406889,384732,384732,384732,,384732,374959,2353866,2353866,2353866,,2353866,2352085,-435806,-435806,-435806,,-435806,-308735,0.735,0.735,0.735,,0.735,1.085,0.46,0.46,0.46,,0.46,0.716,99762,99762,99762,,99762,183228,805949,805949,805949,,805949,790896,385499,75569,385499,,75569,152168,,,,,,,77287,77287,77287,,77287,85102,,,,,,,168353,15053,168353,,15053,89325,793873,185376,793873,,185376,257527,-101938,-101938,-101938,,-101938,31930,1646.00001805,34.53,56.95,28.77,1426,,,-1,9750,9750,9750,,9750,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BB,2024-05-14 16:19:17,Stable,2024-05-14 16:19:17,554973,115672,554973,,115672,196870
"Tripadvisor, Inc. (NASDAQGS:TRIP)",4295035,IQ140233,1891000,411000,1891000,,411000,553000,2625000,2625000,2625000,,2625000,2845000,1980000,1980000,1980000,,1980000,2138000,75.429,75.429,75.429,,75.429,75.149,1291000,1291000,1291000,,1291000,1524000,998000,998000,998000,,998000,1150000,1251000,1251000,1251000,,1251000,1257000,645000,645000,645000,,645000,707000,1.294,1.294,1.294,,1.294,1.325,1.246,1.246,1.246,,1.246,1.283,1035000,1035000,1035000,,1035000,1218000,316000,316000,316000,,316000,354000,123000,-5000,123000,,-5000,70000,,,,,,,209000,209000,209000,,209000,258000,,,,,,,40000,-38000,40000,,-38000,53000,1189000,246000,1189000,,246000,371000,293000,293000,293000,,293000,374000,1300.17665393,11.49,20.16,9.01,2315,,,-7,2590,2590,2590,,2590,2909,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,B+,2023-08-14 13:02:03,Stable,2023-08-14 13:02:03,147000,20000,147000,,20000,94000
"Darden Restaurants, Inc. (NYSE:DRI)",4297825,IQ336160,12076700,3345300,12076700,3044700,3271700,3158000,12587000,12888800,12587000,12759600,12587000,12560900,10275700,10784800,10275700,10534000,10275700,10357900,81.637,83.676,81.637,82.557,81.637,82.461,937700,1009200,937700,932800,937700,880600,2247500,2608300,2247500,2346800,2247500,2283100,7813500,8156800,7813500,8050600,7813500,7883000,2311300,2104000,2311300,2225600,2311300,2203000,0.417,0.387,0.417,0.397,0.417,0.386,0.149,0.133,0.149,0.13,0.149,0.127,240000,240400,240000,211000,240000,224200,-16100,-217400,-16100,-100600,-16100,-108400,1411500,440000,1411500,300800,430900,418300,,,,,,,93800,107600,93800,93300,93800,64800,,,,,,,1049600,306800,1049600,257800,303800,323400,2642600,743000,2642600,623400,764800,708400,-1309800,-1599100,-1309800,-1414000,-1309800,-1402500,22001.02872627,194.57,228.27,169,5398,,,-1,197924,,197924,,197924,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BBB,2021-10-12 15:13:34,Stable,2021-10-12 15:13:34,1909400,581800,1909400,435900,547700,550200
Foremost Clean Energy Ltd. (CNSX:FAT),4359468,IQ139317941,,,,,,,19300.1280055771,26211.0493579064,19300.1280055771,23998.9793547113,19300.1280055771,20599.9631639798,2260.25463435507,1078.29876292338,2260.25463435507,2104.44400340536,2260.25463435507,2430.78382576628,11.711,4.114,11.711,8.769,11.711,11.8,3729.46046393634,3479.72533360869,3729.46046393634,6294.87483720221,3729.46046393634,4704.25064617318,1822.11152394625,1078.29876292338,1822.11152394625,2104.44400340536,1822.11152394625,2204.86016504827,362.728632406728,0,362.728632406728,352.436466899964,362.728632406728,378.465986474568,17039.873371222,25132.750594983,17039.873371222,21894.535351306,17039.873371222,18169.1793382135,2.047,3.227,2.047,2.991,2.047,2.134,2,3.016,2,2.764,2,2.055,3482.34319962577,2973.96216195679,3482.34319962577,4320.58788797122,3482.34319962577,4431.31967401164,-17014.2303476125,-20337.1630467033,-17014.2303476125,-17250.9451025592,-17014.2303476125,-17728.5841365402,-2947.72167652663,-694.824029489903,-2947.72167652663,-1250.62416274814,-603.063801418289,-1235.53081117551,,,,,,,161.308658229747,278.316996290196,161.308658229747,135.91570975182,161.308658229747,99.297350639757,,,,,,,-2599.73235918801,-1379.40466559156,-2599.73235918801,293.243993266394,542.587584982175,-1439.05613545077,,,,,,,1907.34893999009,2401.4265706853,1907.34893999009,4190.43083379685,1907.34893999009,2499.39048112491,25.1349734133482,1.62443861216,5.696560744,0.94085132288,2,,,0,2,,2,,2,,,,,,,,Davidson & Company,,Davidson & Company,,Davidson & Company,,,,,,,,,,,,,,
"Dine Brands Global, Inc. (NYSE:DIN)",4400396,IQ30133,879300,217570,879300,,217570,216166,1737700,1737700,1737700,,1737700,1773858,2011600,2011600,2011600,,2011600,2005776,115.762,115.762,115.762,,115.762,113.074,351800,351800,351800,,351800,358514,365600,365600,365600,,365600,340110,1599900,1599900,1599900,,1599900,1627162,-273900,-273900,-273900,,-273900,-231918,0.962,0.962,0.962,,0.962,1.054,0.676,0.676,0.676,,0.676,0.759,128200,128200,128200,,128200,167950,175100,175100,175100,,175100,189846,143600,36829,143600,,36829,31448,,,,,,,119000,119000,119000,,119000,90329,,,,,,,17100,-12237,17100,,-12237,7326,359300,88522,359300,,88522,85042,-13800,-13800,-13800,,-13800,18404,346.31488424,26.93,39.68,19.52,486,,,0,,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,186500,48351,186500,,48351,42006
Denny's Corporation,4422137,IQ28565,452334,113244,,,,113244,496274,502918,,,,502918,530299,535612,,,,535612,106.856,106.501,,,,106.501,39993,33600,,,,33600,95598,95046,,,,95046,408196,416445,,,,416445,-34025,-32694,,,,-32694,0.418,0.354,,,,0.354,0.29,0.204,,,,0.204,1698,2224,,,,2224,-2499,929,,,,929,49010,10687,,,,10687,,,,,,,25409,17350,,,,17350,,,,,,,21571,632,,,,632,175420,43834,,,,43834,-55605,-61446,,,,-61446,321.8687125,,,,,,,,3800,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,NR,2012-04-17 11:16:09,NR,2012-04-17 11:16:09,63867,15121,,,,15121
"Texas Roadhouse, Inc. (NASDAQGS:TXRH)",4422944,IQ4717668,5878075,1482031,5878075,,1482031,1436342,3549472,3549472,3549472,,3549472,3266613,2067770,2067770,2067770,,2067770,1791004,58.256,58.256,58.256,,58.256,54.828,451476,451476,451476,,451476,249366,908837,908837,908837,,908837,688831,976764,976764,976764,,976764,933744,1481702,1481702,1481702,,1481702,1475609,0.497,0.497,0.497,,0.497,0.362,0.384,0.384,0.384,,0.384,0.246,134709,134709,134709,,134709,108172,1460754,1460754,1460754,,1460754,1460401,475089,96787,475089,,96787,97089,,,,,,,214511,214511,214511,,214511,61125,,,,,,,405554,84635,405554,,84635,83172,971659,248134,971659,,248134,211512,-457361,-457361,-457361,,-457361,-439465,10265.2529328,158.32,199.99,153.825,11353,,,-1,101000,101000,101000,,101000,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,681729,151255,681729,,151255,149717
"Caesars Entertainment, Inc. (NASDAQGS:CZR)",4512023,IQ3133890,11486000,2870000,11486000,2870000,2916000,2869000,31639000,31664000,31639000,31664000,31639000,31900000,27953000,28067000,27953000,28067000,27953000,27925000,88.35,88.64,88.35,88.64,88.35,87.539,1803000,1800000,1803000,1800000,1803000,1732000,2253000,2118000,2253000,2118000,2253000,2225000,25622000,25994000,25622000,25994000,25622000,25734000,3686000,3597000,3686000,3597000,3686000,3975000,0.8,0.85,0.8,0.85,0.8,0.778,0.605,0.618,0.605,0.618,0.605,0.567,887000,867000,887000,867000,887000,836000,-3303000,-3401000,-3303000,-3401000,-3303000,-3053000,2078000,504000,2078000,504000,552000,513000,,,,,,,476000,441000,476000,441000,476000,426000,,,,,,,-502000,-98000,-502000,-98000,-250000,-55000,5743000,1443000,5743000,1443000,1433000,1413000,-450000,-318000,-450000,-318000,-450000,-493000,5582.7846513,28.39,31.58,17.86,7958,,,0,50000,,50000,,50000,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2023-03-09 09:59:13,Stable,2024-11-01 11:36:12,3495000,851000,3495000,851000,896000,865000
Civeo Corporation (NYSE:CVEO),4550297,IQ243907022,638849,172667,638849,172667,161620,170491,477411,491605,477411,491605,477411,491067,303027,330859,303027,330859,303027,308521,63.473,67.302,63.473,67.302,63.473,62.827,131213,152823,131213,152823,131213,140130,84936,81074,84936,81074,84936,85525,200836,226316,200836,226316,200836,203130,174384,160746,174384,160746,174384,182546,1.545,1.885,1.545,1.885,1.545,1.638,1.251,1.526,1.251,1.526,1.251,1.384,14439,16549,14439,16549,14439,12003,-1058911,-1077359,-1058911,-1077359,-1058911,-1047425,4115,3123,4115,3123,-135,6966,,,,,,,91833,107166,91833,107166,91833,106377,,,,,,,-20071,-3808,-20071,-3808,-6460,-455,151088,40161,151088,40161,36709,43787,46277,71749,46277,71749,46277,54605,336.39694978,31.4,34.8,18.655,515,,,0,2700,,2700,,2700,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,B+,2021-09-15 14:15:41,Stable,2021-09-15 14:15:41,76733,20431,76733,20431,18391,26978
"Xenia Hotels & Resorts, Inc. (NYSE:XHR)",4552942,IQ40457157,1078500,295408,1078500,295408,265577,236417,2808675,2770836,2808675,2770836,2808675,2868375,1625138,1577074,1625138,1577074,1625138,1643696,57.861,56.917,57.861,56.917,57.861,57.304,,,,,,,164563,127721,164563,127721,164563,134785,1441590,1382889,1441590,1382889,1441590,1437055,1183537,1193762,1183537,1193762,1183537,1224679,1.52,1.77,1.52,1.77,1.52,2.222,1.018,1.156,1.018,1.156,1.018,1.623,140427,101078,140427,101078,140427,188242,,,,,,,107302,42110,107302,42110,26276,5142,26937,46417,26937,46417,26937,30355,26937,46417,26937,46417,26937,30355,107302,42110,107302,42110,26276,5142,63088,19771,63088,19771,6084,-13738,277249,87216,277249,87216,68318,45937,85574,98407,85574,98407,85574,164735,1471.32106825,16.79,17.23,11.15,45,,,0,42,,42,,42,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,B+,2023-08-15 16:01:25,Stable,2023-08-15 16:01:25,238007,73992,238007,73992,58575,37725
Good Times Restaurants Inc. (NASDAQCM:GTIM),4636608,IQ275719,141630,32706,141630,32706,33993,37025,83807,82512,83807,82512,83807,85750,49996,48495,49996,48495,49996,51940,59.656,58.773,59.656,58.773,59.656,60.571,5254,6730,5254,6730,5254,6499,14378,14977,14378,14977,14378,14956,41834,39786,41834,39786,41834,43199,33811,34017,33811,34017,33811,33810,0.365,0.449,0.365,0.449,0.365,0.435,0.236,0.298,0.236,0.298,0.236,0.267,2605,3316,2605,3316,2605,3138,-16598,-16417,-16598,-16417,-16598,-16595,488,314,488,314,-747,1229,,,,,,,795,1148,795,1148,795,853,,,,,,,1024,181,1024,181,-3,1487,14184,3309,14184,3309,2605,4385,-9124,-8247,-9124,-8247,-9124,-8457,13.30294896,1.29,2.09,1.1,54,,,0,2078,,2078,,2078,,,,,,,,Baker Tilly,,Baker Tilly,,Baker Tilly,,,,,,,,,4537,1280,4537,1280,231,2229
"Cannae Holdings, Inc. (NYSE:CNNE)",4772238,IQ268409455,423600,103300,423600,,103300,106900,1320700,1320700,1320700,,1320700,1514300,329800,329800,329800,,329800,331600,24.972,24.972,24.972,,24.972,21.898,268300,268300,268300,,268300,265100,129700,129700,129700,,129700,130600,209000,209000,209000,,209000,210100,990900,990900,990900,,990900,1182700,2.069,2.069,2.069,,2.069,2.03,1.929,1.929,1.929,,1.929,1.933,182000,182000,182000,,182000,233800,23300,23300,23300,,23300,123500,-96200,-700,-96200,,-700,-13200,,,,,,,68200,68200,68200,,68200,18700,,,,,,,-513200,-93000,-513200,,-93000,-68400,-8200,4400,-8200,,4400,6200,138600,138600,138600,,138600,134500,623.99396493,13.59,21.96,10.46,14,,,17,6602,6602,6602,,6602,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,-84300,2200,-84300,,2200,-10300
Harrison Vickers and Waterman Inc. (OTCEM:HVCW),4772318,IQ66631064,,672.481,,,,,60.016,2682.566,,,,,1484.358,12243.63,,,,,2473.27,456.415,,,,,60.016,480.673,,,,,1484.358,10935.086,,,,,826.235,1360.662,,,,,-1424.342,-9561.064,,,,,0.04,0.044,,,,,0.04,0.007,,,,,60.016,79.606,,,,,-3301.355,-10282.835,,,,,-450.353,-53.408,,,,,,,,,,,,,,,,,,,,,,,-652.04,-4448.181,,,,,,485.371,,,,,-1424.342,-10454.413,,,,,0.0105818355,,0.0001,1e-06,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,-2.832,,,,
"Baseline Productions, Inc. (OTCEM:BSSP)",4810408,IQ331928198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0041075597,1e-06,0.01,1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilton Grand Vacations Inc. (NYSE:HGV),4813313,IQ345409145,4513000,1136000,4513000,1136000,1192000,1168000,11537000,11935000,11537000,11935000,11537000,11680000,10097000,10585000,10097000,10585000,10097000,10139000,87.518,88.689,87.518,88.689,87.518,86.807,6597000,6545000,6597000,6545000,6597000,6545000,1480000,1599000,1480000,1599000,1480000,1167000,7350000,7395000,7350000,7395000,7350000,7282000,1440000,1350000,1440000,1350000,1440000,1541000,4.457,4.093,4.457,4.093,4.457,5.608,2.481,2.322,2.481,2.322,2.481,3.225,239000,261000,239000,261000,239000,215000,34000,-5000,34000,-5000,34000,88000,561000,155000,561000,155000,188000,146000,,,,,,,300000,304000,300000,304000,300000,468000,,,,,,,81000,66000,81000,66000,48000,25000,1049000,275000,1049000,275000,321000,271000,5117000,4946000,5117000,4946000,5117000,5378000,3617.29145915,45.94,52.08,36.79,5755,,,-1,22300,,22300,,22300,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,BB-,2025-04-02 11:57:57,Negative,2025-04-02 11:57:57,834000,226000,834000,226000,268000,213000
"Airbnb, Inc. (NASDAQGS:ABNB)",4819787,IQ115705393,12241000,2778000,12241000,,2778000,4095000,22208000,22208000,22208000,,22208000,23064000,14009000,14009000,14009000,,14009000,14454000,63.081,63.081,63.081,,63.081,62.669,18797000,18797000,18797000,,18797000,19538000,13649000,13649000,13649000,,13649000,14039000,2271000,2271000,2271000,,2271000,2278000,8199000,8199000,8199000,,8199000,8610000,1.377,1.377,1.377,,1.377,1.392,0.821,0.821,0.821,,0.821,0.845,6560000,6560000,6560000,,6560000,7528000,-5502000,-5502000,-5502000,,-5502000,-4748000,2544000,269000,2544000,,269000,1625000,,,,,,,186000,186000,186000,,186000,180000,,,,,,,2511000,341000,2511000,,341000,1374000,10155000,2291000,10155000,,2291000,3546000,5148000,5148000,5148000,,5148000,5499000,82555.77649272,142.71,147.25,110.81,28056,,,0,8200,8200,8200,,8200,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,A-,2026-03-11 11:29:40,Stable,2026-03-11 11:29:40,2574000,276500,2574000,,276500,1647000
"Hawaiian Hospitality Group, Inc. (OTCEM:HHGI)",4862993,IQ83724115,570.958,117.875,,,,,2684.466,2705.557,,,,,964.549,974.626,,,,,35.931,36.023,,,,,2543.358,41.037,,,,,788.691,798.768,,,,,701.059,701.059,,,,,1719.917,1730.931,,,,,3.225,0.051,,,,,3.225,0.051,,,,,4.49,11.314,,,,,-2937.997,-2929.983,,,,,-205.797,11.24,,,,,,,,,,,66.44,29.273,,,,,,,,,,,-263.18,11.034,,,,,390.446,101.708,,,,,1754.667,-757.731,,,,,0.000607362,,1e-06,1e-06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,-140.693,27.516,,,,
"Red Robin Gourmet Burgers, Inc. (NASDAQGS:RRGB)",4909985,IQ131943,1210225,269043,1210225,,269043,265128,563527,563527,563527,,563527,574219,669875,669875,669875,,669875,670309,118.872,118.872,118.872,,118.872,116.734,88943,88943,88943,,88943,79884,198629,198629,198629,,198629,185614,520645,520645,520645,,520645,535080,-106348,-106348,-106348,,-106348,-96090,0.448,0.448,0.448,,0.448,0.43,0.198,0.198,0.198,,0.198,0.184,19924,19924,19924,,19924,21671,-176243,-176243,-176243,,-176243,-166136,13253,-4605,13253,,-4605,-5547,,,,,,,19441,19441,19441,,19441,12568,,,,,,,-23284,-10107,-23284,,-10107,-18419,171955,35470,171955,,35470,30041,-109686,-109686,-109686,,-109686,-105730,64.9244814,3.68,7.8854,2.455,,,,,18852,18852,18852,,18852,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,64373,7484,64373,,7484,6925
"Southern Concepts Restaurant Group, Inc. (OTCEM:RIBS)",4910027,IQ241119848,6579.106,1708.971,,,,,5777.25,4168.063,,,,,3345.098,3672.588,,,,,57.901,88.113,,,,,1316.187,217.638,,,,,1442.147,2030.895,,,,,2506.604,2932.923,,,,,2432.152,495.475,,,,,0.913,0.107,,,,,0.768,0.032,,,,,1107.33,65.822,,,,,-12092.077,-14509.118,,,,,-3159.397,-700.687,,,,,,,,,,,,,,,,,,,,,,,-3399.334,-750.971,,,,,-174.959,-130.04,,,,,-125.96,-1813.257,,,,,0.0195109268,,0.0002,0.0001,2,,,0,85,,,,,,,,,,,,"GHP Horwath, P.C",,,,,,,,,,,,,-2580.07,-483.229,,,,
The Cheesecake Factory Incorporated (NASDAQGS:CAKE),4910129,IQ319496,3751806,978833,3751806,978833,961558,907226,3261672,,3261672,,3261672,3241354,2825245,,2825245,,2825245,2816005,86.62,,86.62,,86.62,86.877,454828,,454828,,454828,423942,777011,,777011,,777011,771403,2129835,2129835,2129835,2129835,2129835,2139100,436427,436427,436427,436427,436427,425349,0.585,,0.585,,0.585,0.55,0.445,,0.445,,0.445,0.391,215729,,215729,,215729,189978,1412942,,1412942,,1412942,1397655,224724,57076,224724,57076,67258,38075,,,,,,,130420,,130420,,130420,111259,,,,,,,148427,49548,148427,49548,28775,31899,1515265,418814,1515265,418814,318143,386798,-322183,,-322183,,-322183,-347461,2945.84517227,60.48,69.7,43.07,7291,,,0,48400,48400,48400,48400,48400,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,333155,84183.75,333155,84183.75,95328,65494
