SPCIQ_ID
397476
647850318
334744
36048
3565868
25063
278576
686802842
3563624
412010666
144524848
58995029
133487714
551384045
335578
366809642
1769578138
397676
528094
357522
33956
30396158
44680169
45988407
1877854736
30675
434367323
653604309
244734036
8646820
266311
4069597
3079228
134246
248450
30409
176787
403872127
310296
277383
394514
305486502
12632379
1319018
313266
666631
665424955
345588
26268
1508185
126269
106437
253706543
736556
22287203
13756315
1038323
35160547
319404
9976967
332311
36437
262886628
372704180
336548
333309
31726
253201760
309456
168569
292980
303803
402068266
248501
220278
286586
330205
577241992
20387685
709691110
40314888
278553
1891133423
307885871
831552
337666
537119738
294465
542762173
648218626
256381309
1675911627
27536
583302502
26233
287510
111299834
254074707
131627
1826883955
10878429
297828
307856304
192089
248130
664931771
576545762
