CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
Farmer Brothers Co.,FRMBR,Consumer Goods,Food & Beverage,Food Products,USA,FARM,A,L,270566,100.0,Farmer Bros. Co.,United States
"Tandy Leather Factory, Inc.",NTREG,Consumer Goods,Apparel & Textiles,Leather/Fur Goods,USA,TLF,A,L,30741,100.0,"Tandy Leather Factory, Inc.",United States
"Stryve Foods, Inc.",NQJYMA,Consumer Goods,Food & Beverage,Meat Processing,USA,SNAX,A,L,551726386,100.0,"Stryve Foods, Inc.",United States
Massimo Group,UOKNNT,Consumer Goods,Other Consumer Goods,Sports Equipment,USA,MAMO,A,L,1858689693,100.0,Massimo Group,United States
"Sunnova Energy International, Inc.",DIIFLL,Consumer Goods,Other Consumer Goods,Consumer Goods Rental/Leasing,USA,NOVA,A,L,1200326033,100.0,Sunnova Energy International,(Invalid Identifier)
"Cannabis Bioscience International Holdings, Inc.",FAVCOB,Consumer Goods,Tobacco & Cannabis,Marijuana Products,USA,CBIH,A,L,575064856,100.0,"Cannabis Bioscience International Holdings, Inc.",United States
"Environmental Packaging Technologies Holdings, Inc.",GSVALI,Consumer Goods,Other Consumer Goods,Specialized Consumer Services,USA,EPTI,A,L,118418798,100.0,"Environmental Packaging Technologies Holdings, Inc.",United States
"Zurvita Holdings, Inc.",RDSNOB,Consumer Goods,Food & Beverage,Functional Beverages,USA,ZRVT,A,L,41134992,100.0,"Zurvita Holdings, Inc.",United States
"RBC Life Sciences, Inc.",MTYPWR,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,RBCL,A,L,374580,100.0,"RBC Life Sciences, Inc.",United States
"Taylor Consulting, Inc.",TYLRCZ,Consumer Goods,Other Consumer Goods,Specialized Consumer Services,USA,TAYO,A,L,206484183,100.0,"Taylor Consulting, Inc.",United States
"NeuroGenesis, Inc.",NEUGEN,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,NEUN,A,L,3171703,100.0,"Neurogenesis, Inc.",United States
"European Wax Center, Inc.",EWAXCL,Consumer Goods,Personal Care & Beauty,Beauty/Personal Care,USA,EWCZ,A,L,580093078,100.0,"European Wax Center, Inc.",United States
"Rocky Mountain High Brands, Inc.",PRMXPK,Consumer Goods,Food & Beverage,Functional Beverages,USA,RMHB,A,L,3182412,100.0,"Rocky Mountain High Brands, Inc.",United States
"Upbound Group, Inc.",RENCHO,Consumer Goods,Other Consumer Goods,Consumer Goods Rental/Leasing,USA,UPBD,A,L,33765,100.0,"Upbound Group, Inc.",United States
"Fossil Group, Inc.",FOSSIL,Consumer Goods,Luxury,Watches/Clocks/Parts,USA,FOSL,A,L,317037,100.0,"Fossil Group, Inc.",United States
"Right On Brands, Inc.",HLIVE,Consumer Goods,Food & Beverage,Functional Foods,USA,RTON,A,L,242317996,100.0,"Right On Brands, Inc.",United States
"Titanium Holdings Group, Inc.",NVRCLN,Consumer Goods,Personal Care & Beauty,Detergent/Cleaning Products,USA,TTHG,A,L,675807,100.0,"Titanium Holdings Group, Inc.",United States
"FBEC Worldwide, Inc.",ASSUDI,Consumer Goods,Food & Beverage,Functional Beverages,USA,FBEC,A,L,259825605,100.0,"FBEC Worldwide, Inc.",United States
"Herborium Group, Inc.",WLDFRC,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,HBRM,A,L,28775786,100.0,"Herborium Group, Inc.",United States
"AAP, Inc.",SLPT,Consumer Goods,Food & Beverage,Flour/Malt Products,USA,AAPJ,A,L,34532,100.0,"AAP, Inc.",United States
Infinite Networks Corp.,TLOGIC,Consumer Goods,Recreation & Electronics,Cell/Mobile Phones,USA,INNX,A,L,3160168,100.0,Infinite Networks Corporation,United States
"PROG Holdings, Inc.",ARON,Consumer Goods,Other Consumer Goods,Consumer Goods Rental/Leasing,USA,PRG,A,L,247226,100.0,"PROG Holdings, Inc.",United States
"Purple Innovation, Inc.",GPACQZ,Consumer Goods,Apparel & Textiles,Textile Furnishings,USA,PRPL,A,L,532466377,100.0,"Purple Innovation, Inc.",United States
"Natures Sunshine Products, Inc.",NASP,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,NATR,A,L,290703,100.0,"Nature's Sunshine Products, Inc.",United States
LifeVantage Corp.,YAAKRV,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,LFVN,A,L,3188823,100.0,LifeVantage Corporation,United States
