CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Speedemissions, Inc.",SKTF,Manufacturing,Automotive,Automotive Repair/Maintenance,USA,SPMI,A,L,8352921,100.0,"Speedemissions, Inc.",United States
Xcraft Enterprises  Inc.,XCRAEI,Manufacturing,Aerospace & Defense,Drones,USA,XCFT,A,L,329528865,100.0,"xCraft Enterprises, Inc",United States
Primix Corporation,PRIMXC,Manufacturing,Industrial Machinery,Chemical Industry Machinery,USA,PMXX,A,L,3175930,100.0,Primix Corporation,United States
"Westell Technologies, Inc.",WSTLIN,Manufacturing,Other Manufacturing,Broadband Equipment,USA,WSTL,A,L,346138,100.0,"Westell Technologies, Inc.",United States
"Motorola Solutions, Inc.",MTROL,Manufacturing,Other Manufacturing,Telecommunications Equipment,USA,MSI,A,L,99186,100.0,"Motorola Solutions, Inc.",United States
Dover Corp.,DVRCP,Manufacturing,Industrial Machinery,Compressors/Hydraulic Equipment,USA,DOV,A,L,174901,100.0,Dover Corporation,United States
Federal Signal Corp.,FEDSC,Manufacturing,Automotive,Trucks/Lorries/Vans,USA,FSS,A,L,271329,100.0,Federal Signal Corporation,United States
"UV Flu Technologies, Inc.",NWIOPK,Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,USA,UVFT,A,L,32338592,100.0,"UV Flu Technologies, Inc.",United States
CTS Corp.,CTSCRP,Manufacturing,Instruments & Electronics,Environmental Control Systems,USA,CTS,A,L,258010,100.0,CTS Corporation,United States
Deere & Co.,DEERE,Manufacturing,Industrial Machinery,Agricultural Machinery,USA,DE,A,L,266112,100.0,Deere & Company,United States
Chicago Rivet & Machine Co.,CVR,Manufacturing,Other Manufacturing,Screws/Nuts/Bolts,USA,CVR,A,L,260816,100.0,Chicago Rivet & Machine Co.,United States
IDEX Corp.,IDEXUS,Manufacturing,Industrial Machinery,Pump Manufacturing,USA,IEX,A,L,29728,100.0,IDEX Corporation,United States
"Fuel Tech, Inc.",FUTC,Manufacturing,Industrial Machinery,Chemical Industry Machinery,USA,FTEK,A,L,407290,100.0,"Fuel Tech, Inc.",United States
"Titan International, Inc.",TITWI,Manufacturing,Automotive,Tires,USA,TWI,A,L,35600,100.0,"Titan International, Inc.",United States
Ameritek Ventures,ATVROC,Manufacturing,Automotive,Motor Vehicle Parts,USA,ATVK,A,L,140671858,100.0,"Ameritek Ventures, Inc.",United States
AAR Corp.,AAR,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,AIR,A,L,168154,100.0,AAR Corp.,United States
"Power Solutions International, Inc.",FRMTIN,Manufacturing,Automotive,Vehicle Engine/Engine Parts,USA,PSIX,A,L,131731858,100.0,"Power Solutions International, Inc.",United States
"Cummins, Inc.",CUMEI,Manufacturing,Automotive,Motor Vehicle Parts,USA,CMI,A,L,265253,100.0,Cummins Inc.,United States
Thermwood Corp.,TWOOD,Manufacturing,Industrial Machinery,Sawmill/Woodworking Machines,USA,TOOD,A,L,308203,100.0,Thermwood Corporation,United States
LCI Industries,DRWIND,Manufacturing,Automotive,Motor Vehicle Parts,USA,LCII,A,L,267368,100.0,LCI Industries,United States
"Patrick Industries, Inc.",PATK,Manufacturing,Automotive,Motor Vehicle Parts,USA,PATK,A,L,295249,100.0,"Patrick Industries, Inc.",United States
"Franklin Electric Co., Inc.",FELE,Manufacturing,Industrial Machinery,Turbines,USA,FELE,A,L,273729,100.0,"Franklin Electric Co., Inc.",United States
"Allison Transmission Holdings, Inc.",ALLSNT,Manufacturing,Automotive,Motor Vehicle Parts,USA,ALSN,A,L,13529856,100.0,"Allison Transmission Holdings, Inc.",United States
"Global Water Technologies, Inc.",GLBWTT,Manufacturing,Industrial Machinery,Waste Treatment/Disposal Machinery,USA,GWTR,A,L,395483,100.0,"Global Water Technologies, Inc.",United States
"Hurco Cos., Inc.",HRCO,Manufacturing,Industrial Machinery,Metalworking Machinery,USA,HURC,A,L,278649,100.0,"Hurco Companies, Inc.",United States
Wabash National Corp.,WBNAT,Manufacturing,Automotive,Trucks/Lorries/Vans,USA,WNC,A,L,320333,100.0,Wabash National Corporation,United States
American Power Group Corp.,GRGMTV,Manufacturing,Automotive,Vehicle Engine/Engine Parts,USA,APGI,A,L,351807,100.0,American Power Group Corporation,United States
"Arts-Way Manufacturing Co., Inc.",ARTW,Manufacturing,Industrial Machinery,Agricultural Machinery,USA,ARTW,A,L,251792,100.0,"Art's-Way Manufacturing Co., Inc.",United States
Butler National Corp.,BUTL,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,BUKS,A,L,256765,100.0,Butler National Corporation,United States
"TX Rail Products, Inc.",HOMMCP,Manufacturing,Industrial Machinery,Mining Machinery,USA,TXRP,A,L,7682726,100.0,"TX Rail Products, Inc",United States
"Holley, Inc.",IAGGBB,Manufacturing,Automotive,Motor Vehicle Parts,USA,HLLY,A,L,586061084,100.0,Holley Inc.,United States
"Sypris Solutions, Inc.",GRPTC,Manufacturing,Automotive,Motor Vehicle Parts,USA,SYPR,A,L,334419,100.0,"Sypris Solutions, Inc.",United States
Haber  Inc.,HABE,Manufacturing,Industrial Machinery,Chemical Industry Machinery,USA,ASPT,A,L,3156623,100.0,"Haber, Inc.",United States
"Safer Shot, Inc.",MNUMMK,Manufacturing,Aerospace & Defense,Firearms,USA,SAFS,A,L,4717613,100.0,"Safer Shot, Inc.",United States
Lockheed Martin Corp.,LCKHED,Manufacturing,Aerospace & Defense,Defense Equipment/Products,USA,LMT,A,L,285827,100.0,Lockheed Martin Corporation,United States
"TOMI Environmental Solutions, Inc.",OZOMPK,Manufacturing,Industrial Machinery,Chemical Industry Machinery,USA,TOMZ,A,L,40401543,100.0,"TOMI Environmental Solutions, Inc.",United States
"Universal Security Instruments, Inc.",USEC,Manufacturing,Instruments & Electronics,Alarms/Signaling Equipment,USA,UUU,A,L,311021,100.0,"Universal Safety Products, Inc",United States
"MKS Instruments, Inc.",MKSINS,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,MKSI,A,L,398351,100.0,MKS Inc.,United States
"Mercury Systems, Inc.",MRCRY,Manufacturing,Aerospace & Defense,Defense Equipment/Products,USA,MRCY,A,L,376921,100.0,"Mercury Systems, Inc.",United States
"Byrna Technologies, Inc.",SEDINT,Manufacturing,Aerospace & Defense,Firearms,USA,BYRN,A,L,26378339,100.0,Byrna Technologies Inc.,United States
"Novanta, Inc.",LUMO,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,NOVT,A,L,400280,100.0,Novanta Inc.,United States
"908 Devices, Inc.",NZEDI,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,MASS,A,L,216496942,100.0,908 Devices Inc.,United States
Dynasil Corp. of America,DYNSIL,Manufacturing,Instruments & Electronics,Optical Instruments,USA,DYSL,A,L,415118,100.0,Dynasil Corporation of America,United States
Technical Communications Corp.,TCOM,Manufacturing,Instruments & Electronics,Air/Nautical Navigational Instruments,USA,TCCO,A,L,307326,100.0,Technical Communications Corporation,United States
"Grow Solutions Holdings, Inc.",STRHNC,Manufacturing,Other Manufacturing,Industrial Equipment Rental/Leasing,USA,GRSO,A,L,264254605,100.0,"Grow Solutions Holdings, Inc.",United States
"Precision Optics Corp., Inc.",PREOPT,Manufacturing,Instruments & Electronics,Optical Instruments,USA,POCI,A,L,344001,100.0,"Precision Optics Corporation, Inc.",United States
Waters Corp.,WATUSA,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,WAT,A,L,36475,100.0,Waters Corporation,United States
