CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Sally Beauty Holdings, Inc.",SALLYB,Retail,Clothing & Fashion Retail,Cosmetics/Perfume Retailing,USA,SBH,A,L,30177530,100.0,"Sally Beauty Holdings, Inc.",United States
"Distribution Solutions Group, Inc.",LASPRO,Retail,Wholesale & Distribution,Wholesalers,USA,DSGR,A,L,1762833848,100.0,"Distribution Solutions Group, Inc.",United States
GameStop Corp.,NEOSTR,Retail,Specialty Retail,Toys/Games Retailing,USA,GME,A,L,1342560,100.0,GameStop Corp.,United States
"Group 1 Automotive, Inc.",GRPATM,Retail,Auto Retail,Motor Vehicle Dealing,USA,GPI,A,L,368787,100.0,"Group 1 Automotive, Inc.",United States
"DXP Enterprises, Inc.",IDEINC,Retail,Wholesale & Distribution,Wholesalers,USA,DXPE,A,L,382071,100.0,"DXP Enterprises, Inc.",United States
"Vroom, Inc.",QPMJDE,Retail,Specialty Retail,Specialty Retailing,USA,VRM,A,L,242568870,100.0,"Vroom, Inc.",United States
Sysco Corp.,SYSCOP,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,SYY,A,L,189096,100.0,Sysco Corporation,United States
McKesson Corp.,FORMK,Retail,Wholesale & Distribution,Pharmaceutical/Medical Products Wholesalers,USA,MCK,A,L,288195,100.0,McKesson Corporation,United States
"Calloways Nursery, Inc.",CALNUR,Retail,Specialty Retail,Garden Centers,USA,CLWY,A,L,321572,100.0,"Calloway's Nursery, Inc.",United States
WanderPort Corp.,TEMT,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,WDRP,A,L,307730,100.0,Wanderport Corporation,United States
"Verus International, Inc.",WBDGPK,Retail,Grocery & Food Retail,Food Retailing,USA,VRUS,A,L,44005111,100.0,"Verus International, Inc.",United States
"Genesis Electronics Group, Inc.",PRTRCM,Retail,E-commerce,E-commerce,USA,GEGI,A,L,10850959,100.0,"Genesis Electronics Group, Inc.",United States
